INSTNM,CITY,STABBR,CONTROL,ADM_RATE,SAT_AVG,TUITFTE,RET_FT4,PCTFLOAN,PCTPELL,DEBT_MDN,C150_4,CDR3,mn_earn_wne_p7
Wheaton College,Wheaton,IL,2,0.6871,1318,18657,0.9447,0.5068,0.2097,21179,0.8672,0.012,5
University of Minnesota-Crookston,Crookston,MN,1,0.6916,1004,5639,0.691,0.3976,0.2388,14370,0.4369,0.081,5
Dakota Wesleyan University,Mitchell,SD,2,0.7023,1058,10120,0.7677,0.8391,0.4182,18500,0.4221,0.117,3
Bemidji State University,Bemidji,MN,1,0.6678,990,4881,0.672,0.594,0.3557,13500,0.4758,0.085,4
College for Creative Studies,Detroit,MI,2,0.486,1010,22452,0.7814,0.6999,0.3702,24000,0.5583,0.066,4
Dordt College,Sioux Center,IA,2,0.7542,1119,14324,0.8041,0.651,0.3106,19500,0.623,0.014,4
Kalamazoo College,Kalamazoo,MI,2,0.6689,1240,17262,0.9192,0.5149,0.1856,24000,0.7741,0.013,6
University of Chicago,Chicago,IL,2,0.0881,1504,26409,0.9934,0.2933,0.1419,17610,0.9268,0.014,9
Bethel University,Saint Paul,MN,2,0.9485,1144,16210,0.8504,0.6746,0.27,20500,0.7136,0.036,8
University of Dubuque,Dubuque,IA,2,0.7742,926,18183,0.6393,0.8222,0.5495,17114,0.468,0.086,3
University of Missouri-St Louis,Saint Louis,MO,1,0.7419,1090,8003,0.7505,0.4279,0.3036,18223,0.4567,0.086,6
Saginaw Valley State University,University Center,MI,1,0.7865,990,7793,0.7046,0.6985,0.4075,19000,0.3894,0.095,4
Missouri University of Science and Technology,Rolla,MO,1,0.8215,1263,10252,0.8262,0.5401,0.2587,18843,0.6257,0.038,9
University of Michigan-Dearborn,Dearborn,MI,1,0.6284,1125,10945,0.8405,0.6704,0.4298,18750,0.518,0.081,7
Monmouth College,Monmouth,IL,2,0.6431,1049,12890,0.7588,0.8164,0.4428,22000,0.5827,0.077,4
Eastern Michigan University,Ypsilanti,MI,1,0.6398,1011,9158,0.7381,0.7528,0.447,19114.5,0.3844,0.129,4
Lawrence Technological University,Southfield,MI,2,0.4365,1145,19336,0.8179,0.3302,0.1847,21500,0.4939,0.085,8
Marietta College,Marietta,OH,2,0.6387,1105,16223,0.715,0.7122,0.3019,22353,0.5529,0.07,7
Michigan Technological University,Houghton,MI,1,0.7659,1206,12730,0.8219,0.5969,0.267,21812,0.6453,0.06,9
University of Mount Union,Alliance,OH,2,0.712,1050,13695,0.7372,0.8161,0.3177,23557.5,0.6273,0.073,6
College of the Ozarks,Point Lookout,MO,2,0.1301,1050,379,0.8601,0,0.6166,17645,0.6454,0,2
Saint Xavier University,Chicago,IL,2,0.5054,1010,12927,0.7548,0.7819,0.4879,19150,0.4714,0.058,7
Concordia University-Nebraska,Seward,NE,2,0.7152,1091,9932,0.7568,0.5395,0.2242,18225,0.6364,0.036,3
Bluffton University,Bluffton,OH,2,0.5308,1027,10693,0.6736,0.7911,0.3881,19450,0.5971,0.084,4
Clarkson College,Omaha,NE,2,0.6056,1110,11683,0.6857,0.7565,0.3776,21906.5,0.4839,0.023,8
Case Western Reserve University,Cleveland,OH,2,0.4188,1377,23269,0.9424,0.4815,0.2004,22500,0.8012,0.013,9
Carroll University,Waukesha,WI,2,0.8114,1090,14038,0.7598,0.7108,0.2827,19500,0.5629,0.04,5
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,2,0.9754,895,12258,0.7681,0.7361,0.5069,19813,0.6049,0.046,1
College of Saint Benedict,Saint Joseph,MN,2,0.7554,1157,19467,0.8878,0.6478,0.2391,23250,0.816,0.011,8
University of North Dakota,Grand Forks,ND,1,0.737,1090,9376,0.7502,0.5382,0.2087,16728,0.5529,0.036,8
MidAmerica Nazarene University,Olathe,KS,2,0.7223,950,9283,0.6263,0.6936,0.3793,15000,0.553,0.072,6
Finlandia University,Hancock,MI,2,0.5883,930,14332,0.5747,0.8301,0.6462,20755,0.4625,0.095,1
Alma College,Alma,MI,2,0.6791,1100,13817,0.7885,0.9151,0.306,21500,0.6118,0.078,5
College of Mount St Joseph,Cincinnati,OH,2,0.8755,989,15013,0.6934,0.6543,0.3152,22062.5,0.5821,0.105,5
Emporia State University,Emporia,KS,1,0.6069,1030,6666,0.7304,0.652,0.3909,14000,0.4054,0.084,3
Ohio Wesleyan University,Delaware,OH,2,0.7533,1123,14829,0.8007,0.5926,0.2177,22192,0.6319,0.051,5
Western Illinois University,Macomb,IL,1,0.5931,970,7597,0.6338,0.7025,0.4278,17729,0.561,0.072,5
Lake Forest College,Lake Forest,IL,2,0.5727,1157,15780,0.8221,0.6707,0.3286,24000,0.6376,0.046,7
Central Michigan University,Mount Pleasant,MI,1,0.6304,1029,9329,0.7671,0.7469,0.349,21721.5,0.5929,0.062,4
Missouri Southern State University,Joplin,MO,1,0.9728,990,3721,0.6614,0.6786,0.6068,11500,0.3708,0.158,2
Missouri Valley College,Marshall,MO,2,0.2218,920,6158,0.436,0.6479,0.4636,10500,0.2494,0.1,2
Oakland University,Rochester Hills,MI,1,0.66,1070,9411,0.7814,0.3689,0.2034,18250,0.4295,0.062,5
Miami University-Oxford,Oxford,OH,1,0.6676,1240,15186,0.8957,0.4162,0.1553,16766.5,0.8084,0.147,7
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,2,0.6693,1028,9772,0.7021,0.5709,0.5364,12000,0.5934,0.029,1
University of Michigan-Flint,Flint,MI,1,0.7809,993,9811,0.799,0.7483,0.4522,21176,0.3754,0.089,4
Millikin University,Decatur,IL,2,0.5512,1087,12527,0.7652,0.761,0.3883,22000,0.5979,0.098,6
University of Minnesota-Twin Cities,Minneapolis,MN,1,0.4442,1270,11069,0.9022,0.4516,0.2169,18822,0.754,0.036,8
Indiana University-Kokomo,Kokomo,IN,1,0.7355,950,4930,0.6086,0.3954,0.3195,12050,0.2756,0.12,4
Notre Dame College,Cleveland,OH,2,0.9024,943,12208,0.6026,0.7526,0.3493,12750,0.387,0.079,5
University of Northwestern-St Paul,Saint Paul,MN,2,0.6915,1126,14276,0.7894,0.5087,0.2787,18636.5,0.6844,0.039,3
MacMurray College,Jacksonville,IL,2,0.7488,964,13222,0.6712,0.8336,0.5824,18000,0.384,0.16,3
Grace University,Omaha,NE,2,0.5846,995,8357,0.7183,0.655,0.4906,12000,0.5244,0.02,1
The College of Wooster,Wooster,OH,2,0.5633,1231,17867,0.8709,0.5144,0.1938,20490,0.7505,0.066,6
Saint Mary's College,Notre Dame,IN,2,0.8568,1141,17632,0.8753,0.6167,0.2029,26814,0.7119,0.016,7
University of Illinois at Chicago,Chicago,IL,1,0.714,1092,12091,0.7978,0.4838,0.4906,14750,0.5669,0.042,9
Ohio University-Main Campus,Athens,OH,1,0.7295,1104,10625,0.7862,0.518,0.2339,14457,0.6657,0.15,4
John Carroll University,University Heights,OH,2,0.8334,1112,12625,0.8811,0.6694,0.273,23489.5,0.7528,0.037,7
Bradley University,Peoria,IL,2,0.6694,1163,18539,0.8808,0.6731,0.2681,23677,0.7563,0.029,8
Southern Illinois University-Edwardsville,Edwardsville,IL,1,0.8419,1050,8030,0.693,0.6017,0.3565,14317,0.5041,0.06,6
University of Kansas,Lawrence,KS,1,0.9228,1145,10498,0.799,0.4532,0.2216,14799,0.6162,0.055,8
