INSTNM,CITY,STABBR,CONTROL,ADM_RATE,SAT_AVG,TUITFTE,PCTFLOAN,PCTPELL,DEBT_MDN,C150_4,CDR3,mn_earn_wne_p7,RET_FT4
Delaware State University,Dover,DE,1,0.4168,890,6458,0.7236,0.5034,15000,0.3717,0.141,30200,4
Gallaudet University,Washington,DC,2,0.6558,841,11093,0.4199,0.4763,12000,0.4828,0.073,27500,5
University of Richmond,University of Richmond,VA,2,0.3116,1313,23186,0.4229,0.2005,18370,0.8502,0.017,57100,11
University of Memphis,Memphis,TN,1,0.6841,1031,7413,0.6224,0.471,18938,0.432,0.124,36500,7
Harding University,Searcy,AR,2,0.7628,1139,11636,0.5573,0.2631,19801.5,0.6219,0.044,35900,9
Loyola University Maryland,Baltimore,MD,2,0.58,1194,24840,0.5407,0.1414,26000,0.8437,0.029,57600,10
Kentucky State University,Frankfort,KY,1,0.3774,860,7858,0.679,0.5945,14750,0.1797,0.286,26400,1
Southwestern Christian University,Bethany,OK,2,0.884,963,14390,0.7856,0.6522,10877,0.2973,0.132,24400,1
McDaniel College,Westminster,MD,2,0.7587,1105,13869,0.6629,0.3073,22000,0.7175,0.032,43000,9
Mount St Mary's University,Emmitsburg,MD,2,0.6741,1060,15815,0.6374,0.2269,19500,0.6563,0.046,46100,8
Saint Edward's University,Austin,TX,2,0.7853,1117,21461,0.5887,0.344,21500,0.6952,0.06,44000,9
Oakwood University,Huntsville,AL,2,0.3435,924,11909,0.7411,0.5066,22000,0.3632,0.107,29400,8
Georgia Institute of Technology-Main Campus,Atlanta,GA,1,0.5493,1352,12234,0.3387,0.1932,20750,0.8219,0.025,64600,11
Midwestern State University,Wichita Falls,TX,1,0.7178,993,6401,0.5099,0.3738,14950,0.4422,0.074,37400,4
Oklahoma Baptist University,Shawnee,OK,2,0.5646,1098,9145,0.5045,0.3326,12000,0.546,0.057,33500,7
Southern University at New Orleans,New Orleans,LA,1,0.4888,808,8167,0.6803,0.6273,18442,0.1119,0.151,27100,1
Alderson Broaddus University,Philippi,WV,2,0.4321,989,9586,0.8232,0.4818,9500,0.4575,0.099,41700,2
University of Mary Washington,Fredericksburg,VA,1,0.8096,1110,7290,0.421,0.1542,16672,0.7371,0.017,44300,8
Hillsdale Free Will Baptist College,Moore,OK,2,0.4331,899,9394,0.6169,0.5373,10125,0.5119,0.151,32800,1
University of Maryland-College Park,College Park,MD,1,0.4699,1310,11198,0.3581,0.1907,17500,0.8406,0.028,55000,11
Gordon State College,Barnesville,GA,1,0.4529,840,1896,0.5603,0.5392,8250,0.1374,0.147,29800,11
Adventist University of Health Sciences,Orlando,FL,2,0.1336,884,12441,0.5668,0.3595,15236,0.3953,0.054,52200,6
North Carolina A & T State University,Greensboro,NC,1,0.6964,902,5098,0.7788,0.5878,19843,0.4289,0.18,32100,8
Southeastern Louisiana University,Hammond,LA,1,0.448,1030,4439,0.3998,0.3334,11670,0.3582,0.087,34200,3
Berea College,Berea,KY,2,0.3401,1113,2121,0.2262,0.8293,5496.5,0.6167,0.128,29200,9
The University of Alabama,Tuscaloosa,AL,1,0.5655,1171,12198,0.4148,0.2107,17750,0.6665,0.081,41700,10
Savannah State University,Savannah,GA,1,0.8299,847,2937,0.857,0.7396,17126,0.2908,0.206,28600,6
Sweet Briar College,Sweet Briar,VA,2,0.8431,1084,18311,0.4813,0.231,19000,0.5693,0.047,36900,5
Louisiana College,Pineville,LA,2,0.7423,968,8282,0.589,0.454,11750,0.4251,0.109,39300,2
Tennessee Wesleyan College,Athens,TN,2,0.713,1006,10090,0.6667,0.4589,14500,0.4444,0.095,36500,3
Kentucky Wesleyan College,Owensboro,KY,2,0.671,1019,5630,0.9071,0.472,14000,0.3786,0.105,29900,4
The University of Texas at Austin,Austin,TX,1,0.4019,1262,10476,0.4008,0.2683,20500,0.7944,0.047,55400,11
Delta State University,Cleveland,MS,1,0.8941,950,5429,0.5628,0.4927,12500,0.3543,0.121,33100,4
The University of Texas at Tyler,Tyler,TX,1,0.8203,1064,4739,0.4778,0.3879,13000,0.4412,0.094,42700,4
Oral Roberts University,Tulsa,OK,2,0.4354,1037,11083,0.6733,0.4396,22500,0.5336,0.108,34300,9
Southeastern University,Lakeland,FL,2,0.5932,955,12284,0.6401,0.4179,14250,0.3835,0.056,29900,5
Xavier University of Louisiana,New Orleans,LA,2,0.5443,1048,15391,0.7093,0.5739,18000,0.4804,0.116,57200,6
Greensboro College,Greensboro,NC,2,0.7831,891,12774,0.7619,0.4037,20000,0.3059,0.108,33300,3
Oklahoma Panhandle State University,Goodwell,OK,1,0.4767,890,3926,0.5161,0.4554,9375,0.2264,0.162,32800,3
Austin College,Sherman,TX,2,0.5861,1181,17273,0.7665,0.2842,23000,0.7177,0.026,42300,9
University of North Alabama,Florence,AL,1,0.8092,1028,6530,0.6883,0.4192,12542,0.3216,0.134,33700,6
Shenandoah University,Winchester,VA,2,0.8456,1016,15890,0.5679,0.1869,20000,0.4559,0.072,43100,7
Shorter University,Rome,GA,2,0.6807,954,9161,0.6632,0.4729,25250,0.4638,0.121,45200,6
Appalachian Bible College,Mount Hope,WV,2,0.9091,1026,6377,0.2902,0.458,6000,0.6207,0.022,25700,2
Methodist University,Fayetteville,NC,2,0.6122,961,13883,0.5739,0.3904,11200,0.4249,0.112,37500,2
The University of Tennessee-Knoxville,Knoxville,TN,1,0.7249,1199,10296,0.4396,0.2991,15250,0.6754,0.06,44800,10
The University of Texas at Dallas,Richardson,TX,1,0.5857,1262,10335,0.5766,0.354,15080.5,0.6291,0.072,47800,10
Baylor University,Waco,TX,2,0.5747,1215,19090,0.4916,0.22,21000,0.7472,0.048,44000,10
Hendrix College,Conway,AR,2,0.8039,1267,12547,0.4487,0.1792,19500,0.6959,0.066,35000,10
University of West Georgia,Carrollton,GA,1,0.5385,950,5394,0.6619,0.4763,14250,0.4287,0.104,33100,6
Guilford College,Greensboro,NC,2,0.6818,1067,13264,0.6649,0.4992,18500,0.5676,0.101,34900,6
Fairmont State University,Fairmont,WV,1,0.6649,965,3141,0.6396,0.4803,14210,0.3513,0.17,31900,3
Wayland Baptist University,Plainview,TX,2,0.9862,940,8331,0.42,0.3224,12500,0.332,0.108,40300,1
William Carey University,Hattiesburg,MS,2,0.4877,1105,11251,0.7997,0.6601,18375,0.6196,0.076,36000,8
University of Montevallo,Montevallo,AL,1,0.8729,1070,7161,0.5872,0.4136,15872,0.4493,0.098,30700,6
The University of Texas at Arlington,Arlington,TX,1,0.5998,1077,7034,0.5975,0.4039,12834,0.4041,0.073,43400,6
Midway College,Midway,KY,2,0.5381,1032,11621,0.7476,0.5132,16750,0.5246,0.103,36100,9
Warner University,Lake Wales,FL,2,0.3378,908,4616,0.7798,0.6488,15306,0.4275,0.119,40800,1
Lee University,Cleveland,TN,2,0.9165,1094,9563,0.5246,0.3926,17686.5,0.5313,0.113,30800,8
Paine College,Augusta,GA,2,0.4377,778,11414,0.8841,0.7706,15150,0.2093,0.251,23200,5
Western Carolina University,Cullowhee,NC,1,0.3766,1034,5283,0.5798,0.3814,15000,0.5108,0.081,32400,8
High Point University,High Point,NC,2,0.6418,1087,22114,0.4891,0.1264,18250,0.6176,0.094,35800,7
Point University,West Point,GA,2,0.5353,946,8779,0.8442,0.5914,19500,0.4776,0.056,28800,1
Radford University,Radford,VA,1,0.7831,980,5606,0.5865,0.2846,15000,0.5853,0.042,39600,8
University of Oklahoma-Norman Campus,Norman,OK,1,0.8044,1176,10362,0.3806,0.2491,15750,0.6629,0.049,48000,9
Mary Baldwin College,Staunton,VA,2,0.8835,959,11530,0.5549,0.3803,18750,0.3908,0.039,36600,5
LaGrange College,Lagrange,GA,2,0.5837,995,13383,0.7986,0.452,18686.5,0.375,0.071,37700,3
Southern Polytechnic State University,Marietta,GA,1,0.7798,1123,6239,0.5644,0.4136,14750,0.3657,0.063,46800,6
Montreat College,Montreat,NC,2,0.5429,950,8906,0.6733,0.4119,19700,0.419,0.079,37300,2
Arkansas State University-Main Campus,Jonesboro,AR,1,0.7551,1088,3527,0.5289,0.4618,13300,0.3698,0.146,30600,6
University of South Carolina-Beaufort,Bluffton,SC,1,0.7304,932,6420,0.6089,0.3955,11000,0.2689,0.083,32400,2
Queens University of Charlotte,Charlotte,NC,2,0.7686,1058,14098,0.6239,0.3274,18812.5,0.5207,0.056,38600,5
Francis Marion University,Florence,SC,1,0.5667,938,5615,0.7148,0.5603,19250,0.4059,0.11,30200,4
George Mason University,Fairfax,VA,1,0.6203,1155,10801,0.4474,0.2684,17250,0.667,0.018,52300,10
Charleston Southern University,Charleston,SC,2,0.6887,973,11674,0.7398,0.4667,15750,0.3615,0.088,33600,4
Lincoln Memorial University,Harrogate,TN,2,0.6995,1054,13098,0.866,0.5057,15000,0.5304,0.053,36000,7
Appalachian State University,Boone,NC,1,0.6323,1156,5790,0.4596,0.259,15635,0.6857,0.048,33600,10
University of Maryland Eastern Shore,Princess Anne,MD,1,0.5502,871,4159,0.6948,0.5506,18071,0.3246,0.171,33500,5
Sam Houston State University,Huntsville,TX,1,0.6499,999,7143,0.6009,0.4338,16490,0.5061,0.105,39800,8
Southwestern Adventist University,Keene,TX,2,0.5392,949,11983,0.6212,0.4579,17995,0.3824,0.123,37700,6
Hood College,Frederick,MD,2,0.8102,1030,14552,0.7329,0.3424,22375,0.6644,0.049,40400,8
Norfolk State University,Norfolk,VA,1,0.6499,879,4226,0.8228,0.6169,21500,0.3443,0.206,32300,6
Dillard University,New Orleans,LA,2,0.3544,884,12589,0.8707,0.7682,20000,0.4566,0.114,28100,2
Loyola University New Orleans,New Orleans,LA,2,0.8707,1143,17610,0.5825,0.2972,18500,0.5486,0.053,40300,9
Union College,Barbourville,KY,2,0.7416,1007,10953,0.7964,0.58,12250,0.3418,0.132,29300,2
Texas A & M University-Kingsville,Kingsville,TX,1,0.881,895,5669,0.7603,0.5427,14695,0.341,0.133,38300,3
Southeastern Oklahoma State University,Durant,OK,1,0.7992,950,4433,0.4546,0.4777,9860,0.3059,0.163,33300,2
Frostburg State University,Frostburg,MD,1,0.5945,963,4987,0.6128,0.35,16750,0.4655,0.104,38600,8
Brescia University,Owensboro,KY,2,0.45,1010,11572,0.832,0.5006,12146.5,0.2979,0.128,32600,2
East Carolina University,Greenville,NC,1,0.6217,1050,6563,0.5528,0.3211,18500,0.5631,0.067,37100,9
Oklahoma Wesleyan University,Bartlesville,OK,2,0.4934,981,12207,0.8123,0.4207,16664,0.5688,0.074,48100,1
University of North Texas,Denton,TX,1,0.5969,1100,7327,0.5602,0.3645,14955,0.4993,0.1,39100,7
Wesley College,Dover,DE,2,0.625,841,21945,0.8011,0.4955,14250,0.2178,0.164,38600,1
University of West Alabama,Livingston,AL,1,0.9957,950,9161,0.7193,0.5604,13500,0.3161,0.096,33300,2
Coppin State University,Baltimore,MD,1,0.355,880,1347,0.6943,0.5964,12250,0.1387,0.225,34500,3
Hampton University,Hampton,VA,2,0.3605,990,11388,0.2978,0.3912,22870,0.6751,0.097,39800,7
University of Mobile,Mobile,AL,2,0.7125,1058,10339,0.8009,0.5032,22500,0.4904,0.035,36300,8
University of Southern Mississippi,Hattiesburg,MS,1,0.6631,1082,6081,0.6934,0.4644,16600,0.4513,0.12,35800,6
Longwood University,Farmville,VA,1,0.8136,1002,6371,0.5385,0.2344,19000,0.6341,0.036,37100,9
Schreiner University,Kerrville,TX,2,0.9262,995,11488,0.9082,0.4204,14250,0.4084,0.097,34400,4
University of Alabama at Birmingham,Birmingham,AL,1,0.8673,1146,9033,0.5397,0.3505,16250,0.5377,0.08,40000,8
University of North Carolina at Greensboro,Greensboro,NC,1,0.6002,1029,5580,0.5872,0.4432,16000,0.5541,0.075,33500,6
Washington and Lee University,Lexington,VA,2,0.1843,1392,26455,0.2301,0.0958,18543,0.9024,0.011,69600,11
University of South Carolina-Aiken,Aiken,SC,1,0.5122,973,5206,0.5839,0.4158,13750,0.4212,0.082,35000,4
Virginia State University,Petersburg,VA,1,0.9459,811,5310,0.8463,0.6829,17000,0.4034,0.137,31200,4
Bowie State University,Bowie,MD,1,0.5176,886,4608,0.6808,0.4873,16500,0.3524,0.161,43000,6
Webber International University,Babson Park,FL,2,0.6377,922,12442,0.6244,0.4504,9500,0.3333,0.167,29100,1
University of South Florida-Main Campus,Tampa,FL,1,0.4524,1168,5963,0.4783,0.4127,16954,0.6321,0.074,38600,10
Southern Methodist University,Dallas,TX,2,0.507,1302,25050,0.3247,0.1735,19000,0.7902,0.04,55300,10
McNeese State University,Lake Charles,LA,1,0.6151,1030,4070,0.4129,0.3639,12806,0.3817,0.129,36200,5
Mars Hill University,Mars Hill,NC,2,0.6447,941,9187,0.8905,0.7646,12000,0.3818,0.193,27600,2
Randolph College,Lynchburg,VA,2,0.8343,1094,11962,0.6661,0.2921,22125,0.5225,0.033,34100,7
Barton College,Wilson,NC,2,0.4177,939,14382,0.781,0.4955,21500,0.4839,0.092,34000,5
University of North Carolina School of the Arts,Winston-Salem,NC,1,0.4521,1105,11470,0.5711,0.3132,19500,0.5968,0.06,31600,9
Pfeiffer University,Misenheimer,NC,2,0.9609,954,11155,0.845,0.4393,16417.5,0.4815,0.107,35200,3
Trevecca Nazarene University,Nashville,TN,2,0.772,1049,12553,0.713,0.4226,16250,0.4664,0.043,40700,7
Louisiana State University-Shreveport,Shreveport,LA,1,0.8349,1030,3410,0.3237,0.2997,12500,0.3255,0.105,35300,4
Eckerd College,Saint Petersburg,FL,2,0.7104,1138,19956,0.706,0.2341,23000,0.6617,0.094,39100,9
Mississippi State University,Mississippi State,MS,1,0.6482,1106,6667,0.5046,0.3415,15500,0.6105,0.083,40200,8
University of Delaware,Newark,DE,1,0.6468,1178,17724,0.4917,0.1192,21000,0.8001,0.037,49600,11
Catawba College,Salisbury,NC,2,0.4058,985,17950,0.678,0.4301,16500,0.5263,0.12,34800,5
Maryland Institute College of Art,Baltimore,MD,2,0.5803,1175,26289,0.6126,0.2429,23000,0.7273,0.044,30800,9
Belmont University,Nashville,TN,2,0.7987,1193,21777,0.6481,0.1756,19173,0.6796,0.019,39500,9
Spalding University,Louisville,KY,2,0.8108,952,14240,0.7012,0.4731,19118,0.4019,0.087,41000,6
Piedmont International University,Winston Salem,NC,2,0.4884,878,6493,0.4873,0.3941,12000,0.4,0.112,28500,2
University of New Orleans,New Orleans,LA,1,0.5036,1072,7042,0.3476,0.3202,11750,0.3214,0.09,35400,5
Alabama A & M University,Normal,AL,1,0.8989,823,9063,0.8204,0.7115,19500,0.2914,0.163,29600,3
Mississippi College,Clinton,MS,2,0.673,1098,11945,0.5983,0.3646,16625,0.5305,0.059,37700,5
Chowan University,Murfreesboro,NC,2,0.6154,777,11818,0.8486,0.6713,9500,0.244,0.207,29400,1
University of Science and Arts of Oklahoma,Chickasha,OK,1,0.6246,990,2778,0.4761,0.464,11296.5,0.3788,0.175,29800,5
Meredith College,Raleigh,NC,2,0.6232,1040,18352,0.6871,0.352,20500,0.6242,0.057,33800,6
Anderson University,Anderson,SC,2,0.6502,1079,12282,0.6056,0.3422,19500,0.4138,0.096,32600,6
Catholic University of America,Washington,DC,2,0.6007,1118,22145,0.5693,0.1232,22000,0.6852,0.026,49100,9
University of North Carolina Wilmington,Wilmington,NC,1,0.5419,1154,7096,0.5109,0.2825,16500,0.7099,0.067,36700,10
Rogers State University,Claremore,OK,1,0.5445,950,3608,0.4682,0.4721,8250,0.2131,0.156,31800,3
